Date,Close,High,Low,Open,Volume,Symbol,Security,Sector
2022-02-02,115.22503662109376,115.55690053616,113.00409719434896,114.32304818446386,10906700,CVX,Chevron Corporation,Energy
2022-02-03,114.19538116455078,115.1739634060975,113.33594219059376,114.74849625348423,9447700,CVX,Chevron Corporation,Energy
2022-02-04,115.62496185302734,116.57800415540336,114.88464015064896,114.88464015064896,13034700,CVX,Chevron Corporation,Energy
2022-02-07,117.89693450927734,118.64574776649236,114.73145828674828,115.16543004891466,18422500,CVX,Chevron Corporation,Energy
2022-02-08,116.10148620605467,117.79483727328068,114.88464331893027,117.58210368318876,11021600,CVX,Chevron Corporation,Energy
2022-02-09,117.25022888183594,117.71824533329476,115.81216085350128,116.3397359528403,10140800,CVX,Chevron Corporation,Energy
2022-02-10,115.7610855102539,118.1011546139301,115.2079834612571,117.0545091595054,11012700,CVX,Chevron Corporation,Energy
2022-02-11,118.1181869506836,118.65427970939486,115.96532423147026,116.45886767875211,12821200,CVX,Chevron Corporation,Energy
2022-02-14,116.29719543457033,117.47148898624444,114.91868594989386,117.3778856888758,15945000,CVX,Chevron Corporation,Energy
2022-02-15,115.44591522216795,115.94464041922012,113.65738755291004,114.43127690856306,11746800,CVX,Chevron Corporation,Energy
2022-02-16,115.48031616210938,117.07967173667578,115.01597992919218,116.03922531299396,11348800,CVX,Chevron Corporation,Energy
2022-02-17,114.8869857788086,115.72105894653008,113.88953556083592,115.36850985078246,10073900,CVX,Chevron Corporation,Energy
2022-02-18,114.72364044189452,115.14498068161724,113.5456249315634,114.20772727382747,10691800,CVX,Chevron Corporation,Energy
2022-02-22,113.84656524658205,117.80196493797486,112.23002165699836,117.80196493797486,19428700,CVX,Chevron Corporation,Energy
2022-02-23,116.55516815185548,117.01089736949064,113.98415682625895,114.30230394634933,16134200,CVX,Chevron Corporation,Energy
2022-02-24,115.95323944091795,118.8595852209942,113.26184760405444,118.60162212037132,22108900,CVX,Chevron Corporation,Energy
2022-02-25,120.70832061767578,120.8115006189168,116.45196187879036,116.90770416555374,28028000,CVX,Chevron Corporation,Energy
2022-02-28,123.8210678100586,123.8210678100586,119.22076594528336,119.75389335366344,24394300,CVX,Chevron Corporation,Energy
2022-03-01,128.739501953125,128.94587509902425,124.42295877539348,124.68951588850231,31159900,CVX,Chevron Corporation,Energy
2022-03-02,132.5401153564453,133.9245040126339,129.02325673066366,129.15223174312976,31329500,CVX,Chevron Corporation,Energy
2022-03-03,134.32862854003906,135.10250477140815,130.48501614177098,130.9235442568069,22492900,CVX,Chevron Corporation,Energy
2022-03-04,136.41810607910156,137.5359375385441,133.3569769062479,133.95888211654787,29034400,CVX,Chevron Corporation,Energy
2022-03-07,139.3330535888672,139.38465670813943,133.89869275438616,137.49293595129416,34824700,CVX,Chevron Corporation,Energy
2022-03-08,146.63333129882812,149.61707516937855,141.10438476140905,141.28494974600304,57231000,CVX,Chevron Corporation,Energy
2022-03-09,142.97032165527344,145.97986103661293,138.61938967753926,139.96078227393394,43430000,CVX,Chevron Corporation,Energy
2022-03-10,146.88270568847656,150.270575685826,144.70722687211895,145.0941780940337,34913600,CVX,Chevron Corporation,Energy
2022-03-11,146.9514923095703,148.74002000995904,142.63496274091767,142.64355670081758,28423600,CVX,Chevron Corporation,Energy
2022-03-14,143.35726928710938,144.75885906166388,141.2763892088964,142.9187411002325,25156200,CVX,Chevron Corporation,Energy
2022-03-15,136.09996032714844,137.74231201177452,133.5031542566425,136.81365262654955,28534400,CVX,Chevron Corporation,Energy
2022-03-16,135.60987854003906,138.0089060877738,134.32007567940565,136.5385250536083,22299700,CVX,Chevron Corporation,Energy
2022-03-17,137.95729064941406,138.43022090193713,135.79041856911337,137.53595040252063,15750700,CVX,Chevron Corporation,Energy
2022-03-18,139.06649780273438,139.06649780273438,136.52988891781283,138.34421157282335,23214700,CVX,Chevron Corporation,Energy
2022-03-21,141.56874084472656,142.37701928565335,139.9177949979735,140.17575815664924,13180600,CVX,Chevron Corporation,Energy
2022-03-22,141.09579467773438,142.1018390747304,139.79739819010015,140.75185258528353,11063900,CVX,Chevron Corporation,Energy
2022-03-23,142.61776733398438,143.8989759193482,141.82669001381376,142.7381483800853,10755000,CVX,Chevron Corporation,Energy
2022-03-24,142.9961395263672,143.94198703943843,141.87830781041703,143.10791351357545,9024800,CVX,Chevron Corporation,Energy
2022-03-25,145.58428955078125,145.91104368041226,142.01584160457733,142.06743159966683,10254700,CVX,Chevron Corporation,Energy
2022-03-28,143.03912353515625,143.2798856542548,141.99008296456196,142.65217223180724,9992000,CVX,Chevron Corporation,Energy
2022-03-29,141.29356384277344,141.4311327976849,138.00886067403877,140.59705950596114,15102600,CVX,Chevron Corporation,Energy
2022-03-30,142.291015625,143.03911003639834,140.72606199854584,142.0846556112765,9906000,CVX,Chevron Corporation,Energy
2022-03-31,140.01235961914062,142.8757226889622,139.91777357945705,140.56267481714977,10395900,CVX,Chevron Corporation,Energy
2022-04-01,141.20761108398438,142.69517996752725,139.5824600866721,139.96939830116503,8795300,CVX,Chevron Corporation,Energy
2022-04-04,141.33656311035156,142.26522254631084,140.15854761425572,141.87828439479875,8718600,CVX,Chevron Corporation,Energy
2022-04-05,140.4680938720703,144.21712039465186,140.2445328249596,141.90407243894802,9538200,CVX,Chevron Corporation,Energy
2022-04-06,141.71490478515625,143.6066125860555,141.30217163890828,141.73210582641036,9269000,CVX,Chevron Corporation,Energy
2022-04-07,143.68402099609375,144.19993418569442,140.51969832689508,141.96428412298934,8018400,CVX,Chevron Corporation,Energy
2022-04-08,146.117431640625,147.12348921971156,143.61522455580254,143.64101955828676,10801200,CVX,Chevron Corporation,Energy
2022-04-11,142.3598175048828,145.12859494450896,141.8009082644423,144.94802991875795,10206100,CVX,Chevron Corporation,Energy
2022-04-12,145.32635498046875,148.48207046483464,144.5868676244218,145.291966017175,9528400,CVX,Chevron Corporation,Energy
2022-04-13,147.61358642578125,147.96613557040294,144.70722743346863,146.9772791735774,7330700,CVX,Chevron Corporation,Energy
2022-04-14,147.54481506347656,148.70564264742,146.6591516643836,146.77093875454793,9421100,CVX,Chevron Corporation,Energy
2022-04-18,149.52252197265625,150.08143120843926,147.7855840563066,148.75723958861204,7639000,CVX,Chevron Corporation,Energy
2022-04-19,147.75119018554688,149.35054594994645,147.06329283473673,148.82602569601565,6970200,CVX,Chevron Corporation,Energy
2022-04-20,148.3531036376953,149.25596814044528,147.4330512126254,147.5706201939419,7495000,CVX,Chevron Corporation,Energy
2022-04-21,141.51715087890625,148.27571741134102,140.87224954230197,147.67381212128728,14594800,CVX,Chevron Corporation,Energy
2022-04-22,138.3958282470703,142.28243742276786,138.3184432333534,141.34518393516973,12160100,CVX,Chevron Corporation,Energy
2022-04-25,135.420654296875,136.16873546961793,130.1496577693554,133.90727779222962,15449800,CVX,Chevron Corporation,Energy
2022-04-26,134.59519958496094,137.89709109160208,134.4748185337985,136.5643055682147,9810600,CVX,Chevron Corporation,Energy
2022-04-27,134.34585571289062,135.79042845792355,132.8668808812321,135.0681420854071,10396600,CVX,Chevron Corporation,Energy
2022-04-28,139.11807250976562,140.15851882129598,133.2193760394585,135.38624761155336,9366400,CVX,Chevron Corporation,Energy
